ID,Cutting speed vc [m/min],Spindle speed n [1/min],Feed f [mm/rev],Feed rate vf [mm/min],Power Pc [kW],Cooling [%],Material,Drill Bit Type,Process Time [sec],Main Failure,BEF,CCF,FWF,WDF
12800,29.79,790,0.224,177,198.85,75,N,W,19.93,0,0,0,0,0
12801,17.27,458,0.24,110,71.45,50,K,H,31.55,0,0,0,0,0
12802,17.71,470,0.27,127,84.63,50,K,H,32.94,0,0,0,0,0
12803,17.98,477,0.289,138,93.43,75,K,H,33.11,0,0,0,0,0
12804,29.92,794,0.248,197,221.82,75,N,W,20.19,0,0,0,0,0
12805,17.22,457,0.236,108,70.08,25,K,H,31.68,0,0,0,0,0
12806,29.95,794,0.226,180,202.68,75,N,W,19.92,0,0,0,0,0
12807,17.27,458,0.234,107,69.8,25,K,H,32.36,0,0,0,0,0
12808,22.36,593,0.161,95,80.26,25,P,N,36.26,0,0,0,0,0
12809,22.12,587,0.147,86,72.1,0,P,N,34.24,0,0,0,0,0
12810,17.4,462,0.269,124,81.51,50,K,H,31.67,0,0,0,0,0
12811,23.02,611,0.2,122,106.13,50,P,N,35.04,0,0,0,0,0
12812,17.34,460,0.262,121,78.77,50,K,H,32.69,0,0,0,0,0
12813,22.68,602,0.172,103,88.22,50,P,N,36.42,0,0,0,0,0
12814,22.49,596,0.17,101,85.93,25,P,N,35.8,0,0,0,0,0
12815,22.18,588,0.154,118,75.59,25,P,N,34.57,0,0,0,0,0
12816,17.88,474,0.288,136,92.02,75,K,H,31.95,0,0,0,0,0
12817,30.35,805,0.264,213,243.43,100,N,W,18.92,0,0,0,0,0
12818,30,796,0.256,203,229.98,100,N,W,17.93,0,0,0,0,0
12819,29.89,793,0.241,191,215.07,75,N,W,19.86,0,0,0,0,0
12820,29.75,789,0.208,165,184.53,75,N,W,20.43,0,0,0,0,0
12821,22.43,595,0.173,103,86.87,25,P,N,35.77,0,0,0,0,0
12822,30.29,803,0.261,210,239.58,100,N,W,20.79,0,0,0,0,0
12823,17.01,451,0.239,108,69.08,25,K,H,31.93,0,0,0,0,0
12824,22.6,600,0.173,104,88.33,50,P,N,34.94,0,0,0,0,0
12825,22.41,594,0.156,92,78.07,25,P,N,36.25,0,0,0,0,0
12826,22.68,602,0.192,115,98.67,50,P,N,35.43,0,0,0,0,0
12827,22.69,602,0.193,116,99.21,50,P,N,34.37,0,0,0,0,0
12828,30.02,796,0.246,196,221.49,75,N,W,20.14,0,0,0,0,0
12829,22.49,597,0.192,115,97.27,50,P,N,36.53,0,0,0,0,0
12830,29.65,787,0.23,231,202.02,75,N,W,20.06,1,0,0,1,0
12831,22.98,609,0.21,128,110.77,75,P,N,34.49,0,0,0,0,0
12832,30.29,804,0.259,208,237.88,100,N,W,19.79,0,0,0,0,0
12833,17.23,457,0.242,111,71.84,50,K,H,33.17,0,0,0,0,0
12834,22.95,609,0.207,126,109.04,75,P,N,35.6,0,0,0,0,0
12835,29.83,791,0.21,167,187.27,75,N,W,19.1,0,0,0,0,0
12836,30.03,797,0.266,212,240.16,100,N,W,19.42,0,0,0,0,0
12837,22.83,606,0.212,129,110.76,75,P,N,35.57,0,0,0,0,0
12838,22.83,606,0.175,106,91.39,50,P,N,34.98,0,0,0,0,0
12839,17.27,458,0.248,114,73.88,50,K,H,34.63,0,0,0,0,0
12840,22.35,593,0.167,99,83.3,25,P,N,36.06,0,0,0,0,0
12841,22.22,589,0.163,125,80.64,25,P,N,35.51,1,0,1,0,0
12842,30.38,806,0.252,203,232.58,100,N,W,19.25,0,0,0,0,0
12843,17.51,464,0.264,123,81.08,50,K,H,33.26,0,0,0,0,0
12844,29.97,795,0.24,190,215.21,75,N,W,19.78,0,0,0,0,0
12845,29.76,789,0.228,180,202.19,75,N,W,19.21,0,0,0,0,0
12846,29.78,790,0.235,186,208.44,75,N,W,20.36,0,0,0,0,0
12847,22.13,587,0.133,78,65.36,0,P,N,35.72,0,0,0,0,0
12848,18.03,478,0.281,135,91.46,75,K,H,31.72,0,0,0,0,0
12849,17.37,461,0.247,114,74.63,50,K,H,32.54,0,0,0,0,0
12850,17.1,454,0.254,115,74.39,50,K,H,33.11,0,0,0,0,0
12851,22.89,607,0.191,116,100.12,50,P,N,35.32,0,0,0,0,0
12852,30.18,801,0.262,210,238.74,100,N,W,20.34,0,0,0,0,0
12853,22.32,592,0.181,107,90.33,50,P,N,34.88,0,0,0,0,0
12854,22.73,603,0.198,120,102.5,50,P,N,35.77,0,0,0,0,0
12855,30.01,796,0.25,199,225.53,75,N,W,20.37,0,0,0,0,0
12856,22.15,588,0.17,100,83.6,25,P,N,35.2,0,0,0,0,0
12857,21.95,582,0.126,74,60.94,0,P,N,35.59,1,1,0,0,0
12858,17.42,462,0.243,112,73.89,50,K,H,31.77,0,0,0,0,0
12859,22.63,600,0.191,115,97.89,50,P,N,34.85,0,0,0,0,0
12860,30.24,802,0.262,210,239.52,100,N,W,19.49,0,0,0,0,0
12861,17.62,467,0.273,128,84.82,50,K,H,33.41,0,0,0,0,0
12862,17.65,468,0.275,129,85.6,50,K,N,34.09,1,0,0,0,1
12863,22.88,607,0.203,123,106.43,50,P,N,35.67,0,0,0,0,0
12864,17.6,467,0.265,124,82.19,50,K,H,32.63,0,0,0,0,0
12865,22.6,600,0.181,109,92.51,50,P,N,36.79,0,0,0,0,0
12866,22.54,598,0.203,121,102.98,50,P,N,35.19,0,0,0,0,0
12867,30.77,816,0.279,227,263.65,100,N,W,19.09,0,0,0,0,0
12868,22.83,606,0.187,113,97.54,50,P,N,35.43,0,0,0,0,0
12869,22.56,598,0.186,111,94.7,50,P,N,33.95,0,0,0,0,0
12870,30.21,801,0.27,216,246.05,100,N,W,20.53,0,0,0,0,0
12871,16.86,447,0.202,90,57.39,0,K,H,34.04,0,0,0,0,0
12872,30.35,805,0.261,210,240.56,100,N,W,21.15,0,0,0,0,0
12873,30.19,801,0.272,218,247.57,100,N,W,18.02,0,0,0,0,0
12874,22.47,596,0.167,100,84.54,25,P,N,34.23,0,0,0,0,0
12875,29.95,794,0.237,188,212.25,75,N,W,18.18,0,0,0,0,0
12876,17.88,474,0.268,127,85.71,50,K,H,33.12,0,0,0,0,0
12877,29.64,786,0.226,228,198.89,75,N,W,19.16,1,0,0,1,0
12878,17.39,461,0.244,113,73.84,50,K,H,32.55,0,0,0,0,0
12879,17.37,461,0.267,123,80.7,50,K,H,33.44,0,0,0,0,0
12880,22.55,598,0.196,117,99.68,50,P,N,35.21,0,0,0,0,0
12881,29.83,791,0.25,198,222.86,75,N,W,20.21,0,0,0,0,0
12882,17.42,462,0.269,124,81.65,50,K,H,33.29,0,0,0,0,0
12883,22.77,604,0.208,126,107.81,75,P,N,35.07,0,0,0,0,0
12884,17.33,460,0.254,117,76.39,50,K,H,33.18,0,0,0,0,0
12885,22.87,607,0.201,122,104.96,50,P,N,35.29,0,0,0,0,0
12886,29.52,783,0.208,163,181.53,75,N,W,18.86,0,0,0,0,0
12887,30.34,805,0.247,198,226.91,75,N,W,20.2,0,0,0,0,0
12888,21.52,571,0.111,63,51.22,0,P,N,34.35,1,1,0,0,0
12889,30.31,804,0.249,200,228.43,75,N,W,20.28,0,0,0,0,0
12890,17.7,469,0.269,126,84.28,50,K,H,32.62,0,0,0,0,0
12891,22.71,602,0.188,113,97,50,P,N,34.68,0,0,0,0,0
12892,16.82,446,0.21,94,59.44,0,K,H,32.7,0,0,0,0,0
12893,22.34,592,0.168,100,83.8,25,P,N,34.32,0,0,0,0,0
12894,30.12,799,0.256,204,231.95,100,N,W,20.62,0,0,0,0,0
12895,29.57,784,0.232,233,203.12,75,N,W,22.33,1,0,0,1,0
12896,17.51,465,0.271,126,83.13,50,K,H,32.1,0,0,0,0,0
12897,17.46,463,0.247,114,75.35,50,K,H,31.07,0,0,0,0,0
12898,30.58,811,0.308,250,287.85,100,N,W,18.8,0,0,0,0,0
12899,22.16,588,0.16,94,78.76,25,P,N,34.67,0,0,0,0,0
12900,29.91,793,0.241,191,215.58,75,N,W,18.7,0,0,0,0,0
12901,30.1,799,0.235,188,212.84,75,N,W,17.18,0,0,0,0,0
12902,30.12,799,0.249,199,225.46,75,N,W,19.63,0,0,0,0,0
12903,29.89,793,0.219,174,195.92,75,N,W,19.42,0,0,0,0,0
12904,22.68,602,0.183,110,94.01,50,P,N,34,0,0,0,0,0
12905,29.84,792,0.239,190,213.27,75,N,W,21.26,0,0,0,0,0
12906,17.74,471,0.267,125,83.89,50,K,H,31.74,0,0,0,0,0
12907,17.36,460,0.237,109,71.28,50,K,H,31.94,0,0,0,0,0
12908,22.77,604,0.195,118,100.9,50,P,N,36.97,0,0,0,0,0
12909,22.64,601,0.192,115,98.21,50,P,N,36.37,0,0,0,0,0
12910,22.59,599,0.19,114,97.15,50,P,N,34.85,0,0,0,0,0
12911,30.27,803,0.277,222,253.37,100,N,W,20.48,0,0,0,0,0
12912,17.37,461,0.24,111,72.59,50,K,H,32.23,0,0,0,0,0
12913,16.95,450,0.223,100,63.96,25,K,H,33.42,0,0,0,0,0
12914,30.13,799,0.254,203,230.2,100,N,W,20.24,0,0,0,0,0
12915,22.17,588,0.172,101,84.32,25,P,N,36.06,0,0,0,0,0
12916,16.77,445,0.22,98,61.96,25,K,W,34.27,1,0,1,0,1
12917,30.72,815,0.284,231,267.76,100,N,W,18.71,0,0,0,0,0
12918,22.97,609,0.202,123,106.75,50,P,N,35.71,0,0,0,0,0
12919,29.79,790,0.228,180,202.24,75,N,W,18.48,0,0,0,0,0
12920,29.86,792,0.249,198,222.46,75,N,W,19.04,0,0,0,0,0
12921,22.12,587,0.143,84,69.76,0,P,N,34.74,0,0,0,0,0
12922,17.63,468,0.271,127,84.2,50,K,H,32.31,0,0,0,0,0
12923,30.19,801,0.241,193,219.76,75,N,W,19.95,0,0,0,0,0
12924,22.62,600,0.163,98,83.32,25,P,N,34.28,0,0,0,0,0
12925,22.49,597,0.187,112,94.75,50,P,N,33.77,0,0,0,0,0
12926,17.45,463,0.245,113,74.55,50,K,H,32.53,0,0,0,0,0
12927,17.37,461,0.247,114,74.53,50,K,H,36.21,0,0,0,0,0
12928,22.36,593,0.181,107,90.5,50,P,N,33.22,0,0,0,0,0
12929,30.08,798,0.23,183,207.75,75,N,W,19.56,0,0,0,0,0
12930,30.44,807,0.261,211,241.63,100,N,W,19.86,0,0,0,0,0
12931,17.34,460,0.247,114,74.33,50,K,H,33.42,0,0,0,0,0
12932,29.56,784,0.23,180,200.77,75,N,W,19.46,0,0,0,0,0
12933,17.97,477,0.276,131,89.05,75,K,H,33.57,0,0,0,0,0
12934,22.97,609,0.206,125,108.62,75,P,N,34.61,0,0,0,0,0
12935,22.43,595,0.177,105,89.15,50,P,N,34.1,0,0,0,0,0
12936,22.12,587,0.149,87,72.96,0,P,N,35.81,0,0,0,0,0
12937,17.31,459,0.232,107,69.51,25,K,H,31.08,0,0,0,0,0
12938,22.62,600,0.178,107,91.03,50,P,N,33.32,0,0,0,0,0
12939,22.26,590,0.154,91,76.27,25,P,N,35.27,0,0,0,0,0
12940,29.66,787,0.232,182,204.08,75,N,W,19.13,0,0,0,0,0
12941,17.73,470,0.278,131,87.44,75,K,H,32.63,0,0,0,0,0
12942,17.75,471,0.284,134,89.63,75,K,H,34.43,0,0,0,0,0
12943,22.29,591,0.15,89,74.63,25,P,N,32.89,0,0,0,0,0
12944,22.45,596,0.203,121,102.36,50,P,N,34.43,0,0,0,0,0
12945,30.35,805,0.269,216,247.67,100,N,W,18,0,0,0,0,0
12946,17.9,475,0.28,133,89.76,75,K,H,33.68,0,0,0,0,0
12947,22.48,596,0.17,101,86.01,25,P,N,35.55,0,0,0,0,0
12948,17.52,465,0.267,124,81.87,50,K,W,32.66,1,0,0,0,1
12949,17.3,459,0.244,112,73.17,50,K,H,35.14,0,0,0,0,0
12950,30.06,797,0.242,193,219.05,75,N,W,20.29,0,0,0,0,0
12951,22.24,590,0.154,91,76.27,25,P,N,35.75,0,0,0,0,0
12952,30.28,803,0.298,239,273,100,N,W,19.29,0,0,0,0,0
12953,17.08,453,0.253,115,73.84,50,K,H,33.59,0,0,0,0,0
12954,30.18,801,0.259,208,236.19,100,N,W,18.96,0,0,0,0,0
12955,22.29,591,0.168,99,83.26,25,P,N,34.66,0,0,0,0,0
12956,29.55,784,0.233,234,203.5,75,N,W,19.79,1,0,0,1,0
12957,22.91,608,0.206,125,108.09,75,P,N,34.58,0,0,0,0,0
12958,17.37,461,0.259,119,78.05,50,K,H,33.01,0,0,0,0,0
12959,17.56,466,0.268,125,82.67,50,K,H,31.13,0,0,0,0,0
12960,16.74,444,0.22,98,61.66,25,K,W,33.07,1,0,1,0,1
12961,30.54,810,0.27,219,251.63,100,N,W,18.88,0,0,0,0,0
12962,22.27,591,0.17,100,84.33,25,P,N,34.71,0,0,0,0,0
12963,22.37,593,0.175,104,87.77,50,P,N,36.07,0,0,0,0,0
12964,29.61,785,0.22,172,192.44,75,N,W,19.58,0,0,0,0,0
12965,29.98,795,0.23,183,206.34,75,N,W,19.5,0,0,0,0,0
12966,22.72,603,0.188,113,97.17,50,P,N,35.32,0,0,0,0,0
12967,17.9,475,0.271,129,86.81,50,K,H,32.51,0,0,0,0,0
12968,22.03,584,0.149,87,72.56,0,P,N,33.68,0,0,0,0,0
12969,30.02,796,0.252,201,227.44,75,N,W,16.38,0,0,0,0,0
12970,30.14,799,0.262,209,237.94,100,N,W,20.61,0,0,0,0,0
12971,30.16,800,0.255,204,231.46,100,N,W,19.44,0,0,0,0,0
12972,30.17,800,0.272,218,247.55,100,N,W,19.38,0,0,0,0,0
12973,17.16,455,0.228,104,67.11,25,K,H,32.81,0,0,0,0,0
12974,17.25,458,0.259,119,77.22,50,K,H,30.64,0,0,0,0,0
12975,22.92,608,0.187,114,98.48,50,P,N,36.7,0,0,0,0,0
12976,29.81,791,0.261,206,231.74,100,N,W,20.15,0,0,0,0,0
12977,30.81,817,0.276,226,262.36,100,N,W,19.82,0,0,0,0,0
12978,30.64,813,0.286,232,268.47,100,N,W,19.17,0,0,0,0,0
12979,17.52,465,0.248,115,76.19,50,K,H,34.38,0,0,0,0,0
12980,17.51,465,0.248,115,76.15,50,K,H,33.9,0,0,0,0,0
12981,17.69,469,0.276,129,86.31,50,K,W,34.16,1,0,0,0,1
12982,22.64,600,0.199,119,101.77,50,P,N,37.69,0,0,0,0,0
12983,22.36,593,0.153,91,76.46,25,P,N,36.29,0,0,0,0,0
12984,22.5,597,0.162,97,81.98,25,P,N,35.93,0,0,0,0,0
12985,17.37,461,0.252,116,75.99,50,K,H,32.56,0,0,0,0,0
12986,22.72,603,0.196,118,101.42,50,P,N,33.75,0,0,0,0,0
12987,22.43,595,0.16,124,80.6,25,P,N,33.98,0,0,0,0,0
12988,17.48,464,0.266,124,81.4,50,K,H,33.94,0,0,0,0,0
12989,22.44,595,0.168,100,84.67,25,P,N,33.13,0,0,0,0,0
12990,17.97,477,0.268,128,86.7,50,K,H,31.41,0,0,0,0,0
12991,30.13,799,0.243,194,220.41,75,N,W,18.45,0,0,0,0,0
12992,29.81,791,0.239,189,211.94,75,N,W,19.6,0,0,0,0,0
12993,17.43,462,0.262,121,79.63,50,K,H,32.71,0,0,0,0,0
12994,17.35,460,0.238,110,71.76,50,K,H,34.06,0,0,0,0,0
12995,29.82,791,0.229,181,203.7,75,N,W,18.11,0,0,0,0,0
12996,22.72,603,0.178,107,91.75,50,P,N,35.22,0,0,0,0,0
12997,17.45,463,0.27,125,82.24,50,K,H,31.55,0,0,0,0,0
12998,22.19,589,0.152,89,74.77,25,P,N,33.94,0,0,0,0,0
12999,17.21,456,0.228,104,67.4,25,K,H,32.69,0,0,0,0,0
13000,22.41,594,0.162,96,81.46,25,P,N,35.95,0,0,0,0,0
13001,23.13,614,0.206,126,110.27,75,P,N,34.23,0,0,0,0,0
13002,30.05,797,0.246,196,222.03,75,N,W,17.89,0,0,0,0,0
13003,30.13,799,0.266,213,241.76,100,N,W,20.04,0,0,0,0,0
13004,29.63,786,0.227,179,199.56,75,N,W,18.71,0,0,0,0,0
13005,22.76,604,0.182,110,94.29,50,P,N,33.2,0,0,0,0,0
13006,22.75,603,0.192,116,99.17,50,P,N,34.82,0,0,0,0,0
13007,17.86,474,0.273,129,87.13,50,K,H,31.64,0,0,0,0,0
13008,17.26,458,0.269,123,80.05,50,K,H,32.33,0,0,0,0,0
13009,17.26,458,0.267,122,79.5,50,K,H,32.05,0,0,0,0,0
13010,17.72,470,0.276,130,86.54,50,K,H,33.34,0,0,0,0,0
13011,17.09,453,0.245,111,71.61,50,K,H,32.14,0,0,0,0,0
13012,30.42,807,0.266,214,245.91,100,N,W,19.58,0,0,0,0,0
13013,29.74,789,0.232,183,205.32,75,N,W,19.04,0,0,0,0,0
13014,17.49,464,0.28,130,85.74,50,K,H,32.82,0,0,0,0,0
13015,22.12,587,0.149,87,72.84,0,P,N,33.6,0,0,0,0,0
13016,17.69,469,0.274,129,85.81,50,K,H,32.2,0,0,0,0,0
13017,30.05,797,0.264,210,238.1,100,N,W,20.89,0,0,0,0,0
13018,29.8,790,0.238,188,210.98,75,N,W,21.07,0,0,0,0,0
13019,29.95,794,0.248,197,222.77,75,N,W,20.05,0,0,0,0,0
13020,22.28,591,0.168,99,83.29,25,P,N,34.96,0,0,0,0,0
13021,30.21,801,0.256,205,233.44,100,N,W,20.25,0,0,0,0,0
13022,22.7,602,0.18,109,92.94,50,P,N,34.63,0,0,0,0,0
13023,30.21,801,0.263,211,240,100,N,W,20.1,0,0,0,0,0
13024,21.63,574,0.124,71,58.19,0,P,N,35.37,1,1,0,0,0
13025,17.51,464,0.252,117,77.24,50,K,H,33.44,0,0,0,0,0
13026,22.28,591,0.16,123,79.37,25,P,N,35.26,0,0,0,0,0
13027,30.55,810,0.284,230,265.2,100,N,W,20.69,0,0,0,0,0
13028,22.73,603,0.202,122,104.17,50,P,N,35.87,0,0,0,0,0
13029,22.71,602,0.181,109,93.33,50,P,N,37.19,0,0,0,0,0
13030,22.21,589,0.17,130,83.75,25,P,N,35.6,1,0,1,0,0
13031,29.82,791,0.228,181,203.12,75,N,W,19.59,0,0,0,0,0
13032,22.78,604,0.184,111,95.58,50,P,N,34.58,0,0,0,0,0
13033,30.34,805,0.279,225,257.32,100,N,W,20.27,0,0,0,0,0
13034,22.57,599,0.159,123,80.8,25,P,N,34.23,0,0,0,0,0
13035,17.75,471,0.272,128,85.74,50,K,H,34.76,0,0,0,0,0
13036,17.57,466,0.245,114,75.46,50,K,H,34.22,0,0,0,0,0
13037,17.5,464,0.25,116,76.54,50,K,H,32.28,0,0,0,0,0
13038,23.16,614,0.221,136,118.78,75,P,N,34.67,0,0,0,0,0
13039,17.06,453,0.219,99,63.87,25,K,H,33.34,0,0,0,0,0
13040,22.87,607,0.194,118,101.51,50,P,N,34,0,0,0,0,0
13041,17.51,464,0.267,124,81.74,50,K,H,33.28,0,0,0,0,0
13042,17.18,456,0.25,114,73.7,50,K,H,34.5,0,0,0,0,0
13043,29.68,787,0.228,180,200.95,75,N,W,21.39,0,0,0,0,0
13044,29.64,786,0.236,185,207.28,75,N,W,18.91,0,0,0,0,0
13045,30.28,803,0.272,218,249.34,100,N,W,21.14,0,0,0,0,0
13046,30.51,809,0.275,222,255.58,100,N,W,18.77,0,0,0,0,0
13047,16.97,450,0.232,104,66.77,25,K,H,32.85,0,0,0,0,0
13048,18,477,0.31,148,100.35,75,K,H,33.96,0,0,0,0,0
13049,22.73,603,0.2,120,103.13,50,P,N,34.14,0,0,0,0,0
13050,17.43,462,0.242,112,73.55,50,K,H,33.07,0,0,0,0,0
13051,17.63,468,0.266,124,82.71,50,K,H,33.29,0,0,0,0,0
13052,17.16,455,0.237,140,69.79,25,K,H,32.61,1,0,1,0,0
13053,22.76,604,0.182,110,94.47,50,P,N,35.18,0,0,0,0,0
13054,23.37,620,0.215,134,117.72,75,P,N,34.54,0,0,0,0,0
13055,29.86,792,0.254,201,226.5,75,N,W,18.91,0,0,0,0,0
13056,29.82,791,0.213,168,189.28,75,N,W,20.44,0,0,0,0,0
13057,30.39,806,0.272,220,251.47,100,N,W,19.3,0,0,0,0,0
13058,23.04,611,0.198,121,105.27,50,P,N,35.18,0,0,0,0,0
13059,17.46,463,0.242,112,73.88,50,K,H,32.9,0,0,0,0,0
13060,17.69,469,0.274,129,85.84,50,K,H,32.25,0,0,0,0,0
13061,22.39,594,0.155,92,77.74,25,P,N,34.8,0,0,0,0,0
13062,17.7,469,0.257,121,80.5,50,K,H,34.08,0,0,0,0,0
13063,29.97,795,0.237,189,213.03,75,N,W,21.27,0,0,0,0,0
13064,22.49,597,0.151,90,76.21,25,P,N,36,0,0,0,0,0
13065,17.19,456,0.248,113,73.13,50,K,H,33.11,0,0,0,0,0
13066,30.26,803,0.26,209,238.16,100,N,W,20.34,0,0,0,0,0
13067,17.84,473,0.268,127,85.35,50,K,H,32.07,0,0,0,0,0
13068,30.12,799,0.254,203,230.73,100,N,W,20.28,0,0,0,0,0
13069,29.87,792,0.214,170,191.33,75,N,W,20.98,0,0,0,0,0
13070,22.47,596,0.17,101,85.63,25,P,N,35.78,0,0,0,0,0
13071,30.09,798,0.25,200,226.42,75,N,W,21.92,0,0,0,0,0
13072,17.82,473,0.296,140,93.95,75,K,H,35.24,0,0,0,0,0
13073,21.86,580,0.128,95,60.94,0,P,N,35.86,1,1,0,0,0
13074,22.44,595,0.165,98,83.3,25,P,N,33.63,0,0,0,0,0
13075,22.44,595,0.179,106,90.04,50,P,N,32.4,0,0,0,0,0
13076,23.31,618,0.224,138,121.58,75,P,N,36.88,0,0,0,0,0
13077,17.36,461,0.241,111,72.68,50,K,H,34.12,0,0,0,0,0
13078,17.77,471,0.266,125,83.89,50,K,H,33.63,0,0,0,0,0
13079,29.81,791,0.229,181,203.1,75,N,W,20.7,0,0,0,0,0
13080,17.47,463,0.246,114,74.97,50,K,H,33.14,0,0,0,0,0
13081,16.75,444,0.225,100,63.2,25,K,H,34,0,0,0,0,0
13082,21.9,581,0.137,102,65.56,0,P,N,35.66,1,1,0,0,0
13083,22.63,600,0.162,97,82.84,25,P,N,35.52,0,0,0,0,0
13084,17.67,469,0.267,125,83.47,50,K,H,34.63,0,0,0,0,0
13085,22.13,587,0.171,100,83.59,25,P,N,34.04,0,0,0,0,0
13086,17.25,458,0.243,111,72.36,50,K,H,33.37,0,0,0,0,0
13087,22.66,601,0.206,124,105.72,50,P,N,36.16,0,0,0,0,0
13088,17.5,464,0.262,122,80.18,50,K,H,32.72,0,0,0,0,0
13089,29.43,781,0.212,166,183.84,75,N,W,20.2,0,0,0,0,0
13090,17.44,463,0.265,122,80.51,50,K,H,33.39,0,0,0,0,0
13091,22.1,586,0.152,89,74.45,25,P,N,36.13,0,0,0,0,0
13092,22.71,602,0.173,104,89.15,50,P,N,35.01,0,0,0,0,0
13093,17.19,456,0.238,108,70.3,25,K,H,32.62,0,0,0,0,0
13094,30.22,802,0.232,186,211.84,75,N,W,20.03,0,0,0,0,0
13095,23.15,614,0.188,115,100.54,50,P,N,35.62,0,0,0,0,0
13096,17.35,460,0.241,111,72.63,50,K,H,32.64,0,0,0,0,0
13097,17.24,457,0.248,114,73.8,50,K,H,32.25,0,0,0,0,0
13098,30.24,802,0.248,199,226.38,75,N,W,21.95,0,0,0,0,0
13099,29.9,793,0.257,204,229.99,100,N,W,20.04,0,0,0,0,0
13100,21.9,581,0.156,91,75.04,25,P,N,36.71,1,1,0,0,0
13101,29.39,780,0.22,219,189.61,75,N,W,18.98,1,0,0,1,0
13102,17.45,463,0.237,110,72.13,50,K,H,32.54,0,0,0,0,0
13103,17.58,466,0.237,110,73.22,50,K,H,32.87,0,0,0,0,0
13104,29.65,786,0.24,242,211.02,75,N,W,19.63,1,0,0,1,0
13105,29.41,780,0.22,172,190.27,75,N,W,19.21,0,0,0,0,0
13106,29.75,789,0.22,174,195.09,75,N,W,18.83,0,0,0,0,0
13107,17.69,469,0.259,121,81.01,50,K,H,32.08,0,0,0,0,0
13108,29.94,794,0.241,191,215.93,75,N,W,19.75,0,0,0,0,0
13109,17.39,461,0.257,118,77.64,50,K,H,32.63,0,0,0,0,0
13110,17.38,461,0.242,112,73.11,50,K,H,34.47,0,0,0,0,0
13111,30.39,806,0.253,204,233.93,100,N,W,19.29,0,0,0,0,0
13112,22.4,594,0.159,95,79.91,25,P,N,36.06,0,0,0,0,0
13113,23.27,617,0.217,134,117.41,75,P,N,34.5,0,0,0,0,0
13114,22.32,592,0.171,101,85.16,25,P,N,36.71,0,0,0,0,0
13115,22.6,599,0.18,108,91.82,50,P,N,35.16,0,0,0,0,0
13116,22.58,599,0.183,110,93.48,50,P,N,36.22,0,0,0,0,0
13117,17.3,459,0.248,114,74.25,50,K,H,32.64,0,0,0,0,0
13118,30.03,797,0.247,197,222.68,75,N,W,18.83,0,0,0,0,0
13119,30,796,0.252,200,226.44,75,N,W,19.77,0,0,0,0,0
13120,22.91,608,0.208,126,109.01,75,P,N,35.9,0,0,0,0,0
13121,29.89,793,0.243,193,217,75,N,W,18.96,0,0,0,0,0
13122,22.34,593,0.166,98,82.76,25,P,N,35.04,0,0,0,0,0
13123,30.1,798,0.232,185,210.14,75,N,W,19.9,0,0,0,0,0
13124,22.77,604,0.171,103,88.81,50,P,N,34.64,0,0,0,0,0
13125,22.17,588,0.141,83,69.14,0,P,N,35.35,0,0,0,0,0
13126,30.09,798,0.255,203,230.78,100,N,W,18.94,0,0,0,0,0
13127,17.52,465,0.248,115,76.12,50,K,H,32.94,0,0,0,0,0
13128,22.51,597,0.18,108,91.46,50,P,N,33.79,0,0,0,0,0
13129,17.76,471,0.277,131,87.4,75,K,H,31.53,0,0,0,0,0
13130,22.56,599,0.17,102,86.79,25,P,N,36.26,0,0,0,0,0
13131,22.02,584,0.153,89,74.25,25,P,N,35.21,0,0,0,0,0
13132,16.9,448,0.221,99,63.08,25,K,H,33.42,0,0,0,0,0
13133,22.73,603,0.205,124,106.08,50,P,N,34.47,0,0,0,0,0
13134,17.32,459,0.241,111,72.35,50,K,H,32.89,0,0,0,0,0
13135,22.8,605,0.187,113,97.17,50,P,N,33.85,0,0,0,0,0
13136,22.78,604,0.184,111,95.53,50,P,N,33.49,0,0,0,0,0
13137,23.04,611,0.209,128,111.11,75,P,N,37.23,0,0,0,0,0
13138,22.61,600,0.197,118,100.93,50,P,N,36.3,0,0,0,0,0
13139,17.51,464,0.267,124,81.95,50,K,H,32.8,0,0,0,0,0
13140,22.84,606,0.191,115,99.39,50,P,N,34.97,0,0,0,0,0
13141,17.54,465,0.253,118,77.77,50,K,H,32.58,0,0,0,0,0
13142,17.1,454,0.246,112,71.94,50,K,H,33.01,0,0,0,0,0
13143,16.86,447,0.229,102,64.96,25,K,H,34.34,0,0,0,0,0
13144,30.14,799,0.255,204,231.55,100,N,W,18.88,0,0,0,0,0
13145,22.52,597,0.183,109,92.79,50,P,N,36.25,0,0,0,0,0
13146,29.97,795,0.246,196,221.27,75,N,W,20.53,0,0,0,0,0
13147,29.97,795,0.24,191,215.4,75,N,W,18.92,0,0,0,0,0
13148,17.28,458,0.243,111,72.54,50,K,H,33.97,0,0,0,0,0
13149,22.71,603,0.19,115,98.1,50,P,N,35.79,0,0,0,0,0
13150,22.79,605,0.205,124,106.32,50,P,N,35.25,0,0,0,0,0
13151,29.87,792,0.238,189,212.35,75,N,W,19.31,0,0,0,0,0
13152,30.1,798,0.232,186,210.52,75,N,W,19.26,0,0,0,0,0
13153,22.63,600,0.181,109,92.66,50,P,N,35.98,0,0,0,0,0
13154,17.14,455,0.257,117,75.59,50,K,H,33.22,0,0,0,0,0
13155,21.91,581,0.139,81,66.86,0,P,N,35.72,1,1,0,0,0
